date_week,em_star,cum_star,em_star_up,em_star_low
2013-12-30,1.9408611555,1.5,2.4579932687,1.4481865313
2014-01-13,2.89724733709,2.33333333333,3.75877636973,1.98139256918
2014-01-27,3.88880912593,3.0,4.47154612631,3.0778259043
2014-02-03,3.8967220431,3.2,4.57575242883,2.91208390948
2014-02-24,4.32819439396,3.5,4.7742444074,3.53590581788
2014-03-24,4.51568665386,3.71428571429,4.88515907664,3.734775592
2014-04-07,4.24421498248,3.75,4.86242975484,2.90331137084
2014-04-21,4.66525839753,4.0,4.89171170562,4.22455876743
2014-06-09,4.0009642529,3.90909090909,4.79691419888,2.47955679599
2014-06-30,4.42810666799,4.0,4.8630927899,3.5567371196
2014-08-04,4.44468237603,4.07142857143,4.83082984524,3.72111791116
2014-08-11,3.77698495671,4.0,4.67954366454,2.27334573941
2014-09-15,2.78482588396,3.875,4.0255534322,1.42800296723
2014-09-22,2.21889245722,3.66666666667,2.94396547376,1.52735723804
2014-10-06,1.64951435221,3.52631578947,2.58816429631,0.883873636966
2014-11-03,3.24037819106,3.57142857143,3.86779654421,2.53118709356
2014-11-24,2.62830586922,3.5,3.588732353,1.64444992446
2014-12-29,3.32082475853,3.52173913043,4.12899631754,2.32054921111
2015-01-26,2.12243292132,3.41666666667,3.20970223861,1.12756965207
2015-02-02,3.10211333121,3.44,4.0043698581,2.06860205498
2015-02-23,2.01018917842,3.34615384615,3.06884512367,1.06369723022
2015-03-02,2.6893273079,3.32142857143,3.37646824873,1.99246542614
2015-04-13,3.74177565587,3.37931034483,4.35686400855,2.93188159213
2015-04-20,2.91606501587,3.32258064516,3.66068644196,2.10263696287
2015-05-18,2.96967704324,3.30303030303,3.58895990883,2.30368937668
2015-05-25,3.86052249842,3.35294117647,4.42985911681,3.10537251603
2015-06-01,4.27953940876,3.4,4.73352250022,3.54693720774
2015-06-15,3.18688864026,3.36111111111,4.33228401304,1.72880610108
2015-06-22,4.10286284429,3.40540540541,4.64231747795,3.24512639657
2015-07-06,2.53248941118,3.34210526316,3.81278881393,1.22032074739
2015-07-20,3.83936715054,3.38461538462,4.47784196514,2.92691265121
2015-07-27,3.27719937373,3.36585365854,3.9780609551,2.44881232181
2015-08-03,4.30496111372,3.44186046512,4.59473238432,3.90557058007
2015-08-10,3.54636601165,3.42222222222,4.25027293516,2.64644052359
2015-08-24,3.50977857126,3.42553191489,4.08674879224,2.81510858826
2015-09-07,3.70090135239,3.4375,4.38494664177,2.76011355503
2015-09-14,1.85862394548,3.34,2.66455798681,1.14925557552
2015-09-21,1.96153849417,3.28846153846,2.63556844801,1.34120589134
2015-09-28,2.46762116641,3.28301886792,3.4207037478,1.50797876811
2015-10-12,2.7369110161,3.27777777778,3.69233655174,1.71642139273
2015-11-09,3.90578684083,3.32142857143,4.31569642143,3.39062019252
2015-11-30,4.26232474672,3.35087719298,4.70462692606,3.54744060885
2015-12-07,2.45309520745,3.28813559322,3.50774745037,1.41092172186
2015-12-21,3.73555767945,3.31666666667,4.3962083437,2.83979986489
2015-12-28,1.89604563206,3.24193548387,2.69976172668,1.16497109834
2016-01-04,1.4862539802,3.20634920635,2.41787385978,0.74823497357
2016-01-18,3.28259835993,3.234375,4.16394821817,2.18128439439
2016-01-25,3.61980887268,3.24615384615,4.36202149841,2.60513980835
2016-02-01,3.28577095449,3.24242424242,4.20118309998,2.13526442208
2016-02-15,3.62261775284,3.25373134328,4.37721029468,2.60852055884
2016-02-22,3.28668809932,3.25,4.2302120784,2.13603109016
2016-02-29,2.73691400182,3.22857142857,3.44847226522,1.97042352599
2016-03-14,2.37406445784,3.21126760563,3.33029089772,1.43813890573
2016-03-21,1.68294382135,3.18055555556,2.66217100257,0.86951072855
2016-03-28,3.38666252925,3.20547945205,4.21403571058,2.34499549038
2016-04-04,3.66391711475,3.21621621622,4.39070435429,2.68799478195
2016-05-02,2.87680608322,3.19736842105,3.64336556468,2.06557887631
2016-05-09,3.59863394823,3.21794871795,4.08519833544,3.01285650006
2016-05-23,3.31005779204,3.21518987342,4.13748214598,2.30286899244
2016-05-30,2.10055961465,3.1875,3.18498583101,1.12051202829
2016-06-13,3.56005349188,3.21686746988,3.955140523,3.10648249026
2016-06-27,2.39169229995,3.19047619048,3.36738668785,1.42218245928
2016-07-11,3.79833815761,3.22093023256,4.22984330563,3.24481795813
2016-08-08,2.96369530219,3.20689655172,3.93612709422,1.87222370487
2016-08-29,3.94303682367,3.22727272727,4.52756454074,3.12026827234
2016-10-17,2.46540706558,3.20224719101,3.67595367431,1.25606632812
2016-11-07,1.69353984892,3.17777777778,2.75617173412,0.840061853842
2016-12-26,1.86825185778,3.16483516484,2.95186835045,0.925101542184
2017-01-09,3.48929404897,3.1847826087,4.27924731298,2.48211399659
