date_week,em_star,cum_star,em_star_up,em_star_low
2010-03-22,3.85659476928,5.0,4.06853664032,3.62146366503
2010-03-29,3.73713818791,4.0,4.05515606113,3.38118284292
2010-04-12,3.54415892426,3.75,4.00157196685,2.98836249118
2010-05-10,3.38429227874,3.6,3.93197568092,2.75447658116
2010-07-05,3.562112312,3.66666666667,4.06975327447,2.96043256694
2010-07-19,3.05815250122,3.42857142857,3.70585074459,2.34138447959
2010-08-30,2.68842158035,3.25,3.36388260938,1.99276986531
2010-10-04,2.79588930365,3.22222222222,3.4480235789,2.0936048108
2010-10-11,3.5097232772,3.4,4.03118712529,2.90881620323
2011-01-10,3.3446484043,3.36363636364,3.9348182678,2.66337111518
2011-01-17,3.22454318927,3.33333333333,3.83001820347,2.53420973924
2011-02-21,3.14653243257,3.30769230769,3.75799104569,2.45495806488
2011-03-14,3.42015489757,3.35714285714,3.97568030945,2.77018672596
2011-03-21,2.9510857893,3.26666666667,3.61549867711,2.23600985654
2011-05-09,2.96200239846,3.25,3.60144653783,2.26854326678
2011-05-16,2.98012659088,3.22222222222,3.45173855793,2.47128196215
2011-05-30,3.5483763313,3.31578947368,4.01178638136,3.02947350059
2011-06-06,4.13359518444,3.47619047619,4.4109477909,3.79786753554
2011-06-13,3.62035120813,3.40909090909,4.12790078522,3.02249478822
2011-06-20,3.32486957006,3.375,3.79522052895,2.79013319391
2011-06-27,3.51207119857,3.4,3.99607404145,2.93591009569
2011-08-08,3.35181721144,3.38461538462,3.91819628437,2.70027004793
2011-09-12,3.55054422155,3.40740740741,4.08313307021,2.91421959408
2011-10-31,3.95701531273,3.46428571429,4.38621226782,3.41186080537
2011-11-14,3.95740283814,3.48275862069,4.40290654848,3.36557185996
2011-12-05,3.66365087672,3.46666666667,4.22826847504,2.94975444297
2011-12-26,4.05334218628,3.51612903226,4.46638915629,3.49176577201
2012-01-02,4.27723436043,3.5625,4.62430672353,3.79208513289
2012-03-26,3.93206626115,3.54545454545,4.44777359036,3.25270037866
2012-04-09,3.94633419469,3.55882352941,4.43180380011,3.28483003168
2012-04-16,3.95496850277,3.57142857143,4.43986510037,3.31624261349
2012-04-23,3.64896485714,3.55555555556,4.24110187255,2.8890180189
2012-04-30,4.05157408304,3.59459459459,4.48075063589,3.48215140711
2012-05-14,4.02841967656,3.60526315789,4.47225956705,3.4208217567
2012-06-25,4.01401277376,3.61538461538,4.47782002204,3.35615565251
2012-07-09,3.77461007589,3.60975609756,4.22224509084,3.2197185286
2012-08-06,3.83135227817,3.61904761905,4.29952247727,3.23483732176
2012-08-13,3.87132131396,3.62790697674,4.34797187776,3.26361312286
2012-09-24,3.89758842982,3.63636363636,4.37728897451,3.26970046797
2012-10-29,3.60996518528,3.62222222222,4.19274994332,2.87010532171
2012-11-05,3.404263061,3.60869565217,4.02494978722,2.64894416261
2012-12-10,2.55239961529,3.55319148936,3.30404504226,1.8117923781
2012-12-24,2.52277069058,3.51020408163,3.02998946758,2.01471868861
2012-12-31,2.96936588239,3.52,3.5144452074,2.37695137025
2013-01-21,3.28531387524,3.52941176471,3.82161823102,2.66359126624
2013-01-28,3.49405793673,3.53846153846,4.02363241561,2.886173381
2013-02-11,3.63952356935,3.54716981132,4.14216256592,3.01861255317
2013-02-18,3.7385387556,3.55555555556,4.23658622265,3.10261261503
2013-02-25,3.8096320138,3.56363636364,4.30084365911,3.18576438153
2013-03-25,3.73397902428,3.56896551724,4.08413456973,3.33654121765
2013-04-15,2.97527017699,3.52542372881,3.55837339872,2.34621705729
2013-04-22,3.29374621732,3.53333333333,3.847293923,2.64687668374
2013-04-29,3.79376047848,3.55737704918,4.24596376723,3.24631575884
2013-05-13,3.84343553809,3.56451612903,4.3121132199,3.25209074474
2013-06-24,3.87971357456,3.57142857143,4.34350335468,3.27407745199
2013-07-08,3.28871613826,3.546875,3.95533953248,2.51236004833
2013-07-22,3.18268214414,3.53846153846,3.81368213896,2.44699581104
2013-09-16,3.75584797766,3.56060606061,4.23504854669,3.16654501138
2013-09-30,3.81415640817,3.5671641791,4.29789406337,3.19967687608
2013-10-14,4.12406124975,3.58823529412,4.50892140717,3.59197601143
2014-01-06,3.16554349114,3.55072463768,3.89836240718,2.32932719362
2014-01-13,3.08024364663,3.53521126761,3.59122101007,2.52828403085
