date_week,em_star,cum_star,em_star_up,em_star_low
2007-08-06,3.78935688665,3.0,3.93207834486,3.63659279913
2007-09-24,3.94297497112,4.0,4.168118697,3.69501328004
2007-11-19,4.09945836614,4.33333333333,4.35245674884,3.79261642775
2007-12-31,4.0758972901,4.25,4.38066693517,3.69411285018
2008-04-28,4.05354138945,4.2,4.39379717921,3.61858525008
2008-07-07,3.81475801717,4.0,4.24591221322,3.28539047754
2008-08-25,3.85666104173,4.0,4.26663031499,3.34163193983
2008-09-22,3.37306246568,3.75,3.91573440929,2.75074323746
2008-10-13,3.54337585434,3.77777777778,4.0217599352,2.98335104349
2008-12-01,3.11590068147,3.6,3.67562399152,2.51430479527
2009-04-27,3.08079103093,3.54545454545,3.60774648403,2.50712559844
2009-05-11,3.32879880972,3.58333333333,3.81697858954,2.79094840583
2009-05-25,3.74337525014,3.69230769231,4.14260668449,3.26892863181
2009-07-27,3.79903439187,3.71428571429,4.19127278953,3.32007204302
2009-08-31,3.60210596676,3.66666666667,4.06274285392,3.06561568395
2009-09-07,3.69519329094,3.6875,4.13201257148,3.16421386995
2009-09-21,3.19404145835,3.55555555556,3.63398973767,2.70267858823
2009-11-16,2.89145480829,3.47368421053,3.40399499158,2.35489375496
2009-12-28,2.90842738503,3.45,3.42214201734,2.38508275884
2010-01-18,3.20564966228,3.47619047619,3.67912309832,2.6853449763
2010-03-15,3.64686636988,3.54545454545,4.0447778426,3.1790567363
2010-03-29,3.72535459545,3.5652173913,4.13308302794,3.24491825151
2010-04-05,3.78440979726,3.58333333333,4.19251678518,3.30008948911
2010-04-12,3.59032299929,3.56,4.05252718766,3.05115974514
2010-04-26,3.68832283352,3.57692307692,4.12277709487,3.17172092444
2010-05-03,3.75811093329,3.59259259259,4.18273573481,3.25906052055
2010-05-17,4.03683158657,3.64285714286,4.38223476892,3.59742398121
2010-06-07,4.22256249649,3.68965517241,4.52240990265,3.82085622896
2010-06-14,4.1777555479,3.7,4.51260929648,3.7443651843
2010-07-05,3.92444205138,3.6875,4.3031180816,3.46872864828
2010-07-12,3.76337303126,3.67647058824,4.11721023218,3.3422330075
2010-07-26,3.094320196,3.6,3.6107493846,2.52320902853
2010-08-02,3.26734289665,3.59459459459,3.66155963968,2.85441263023
2010-08-09,2.9623974489,3.55263157895,3.42246203219,2.46103330818
2010-08-16,3.57130098719,3.6,3.8956612056,3.21028737071
2010-08-23,3.22126288081,3.56097560976,3.65443754508,2.74849713155
2010-09-13,3.52039707857,3.58139534884,3.85657028491,3.15153837885
2010-09-20,3.81930986309,3.61363636364,4.15096556564,3.426075861
2010-09-27,3.63427873228,3.6,4.04806296299,3.16503117812
2010-10-04,3.77401715964,3.6170212766,4.10360437923,3.40511572162
2010-10-11,3.60481772735,3.60416666667,4.01745461063,3.13149046506
2010-11-29,3.20229544743,3.57142857143,3.70577569983,2.65018070269
2010-12-06,2.86669895519,3.54,3.39763109606,2.29669431433
2010-12-13,2.90475999233,3.52941176471,3.43959354209,2.36181591864
2010-12-20,2.65125917638,3.5,3.20148284504,2.08805858946
2011-01-03,3.02044399057,3.5,3.41938926912,2.59531247553
2011-01-17,3.01290486649,3.49090909091,3.46396069851,2.53154545349
2011-01-24,3.00422882446,3.45,3.24254337539,2.74700662809
2011-02-28,3.00143270165,3.44262295082,3.35442833206,2.62036004759
2011-03-07,2.54127000558,3.40322580645,2.99590545108,2.08471025673
2011-03-28,3.12566418622,3.421875,3.47922538962,2.74238945898
2011-04-04,3.61054147385,3.45454545455,3.90035003272,3.29193079631
2011-04-18,3.86195667634,3.4776119403,4.17141286381,3.50227058304
2011-05-02,3.46132415864,3.45588235294,3.90623746938,2.96380623714
2011-05-16,3.66617091895,3.47142857143,4.00239433954,3.29088203875
2011-05-23,3.42941717504,3.45833333333,3.78044580899,3.02916267754
2011-06-13,3.32980205546,3.45205479452,3.74666427609,2.87039995595
2011-06-20,3.48278371763,3.45945945946,3.90391266883,3.00129733145
2011-07-11,2.83745036833,3.42666666667,3.3682608245,2.28242664467
2011-07-18,2.74398605168,3.39743589744,3.09564744452,2.38396491945
2011-08-01,2.70970623375,3.37037037037,3.01179512858,2.40467657523
2011-09-05,3.17271606634,3.39024390244,3.54309991928,2.77381575872
2011-09-12,3.35717699568,3.39759036145,3.7542658445,2.91446237424
2011-09-19,3.21974719882,3.38823529412,3.59326343022,2.81634880442
2011-10-10,3.1630276028,3.38372093023,3.60312500758,2.6839724244
2011-10-24,2.60689656085,3.35632183908,3.12631274926,2.08009219472
2011-10-31,3.24059953678,3.375,3.70181773876,2.7431126504
2011-11-07,3.42930691476,3.38202247191,3.87500599539,2.92937291077
2011-11-14,3.31573849912,3.37777777778,3.79710732911,2.78448940163
2011-12-05,2.6755915127,3.35164835165,3.23548324037,2.09235509658
2011-12-19,3.04512413217,3.35869565217,3.55475635265,2.48558630657
2011-12-26,3.55363232656,3.37634408602,3.98113017799,3.06313019116
2012-01-02,3.15265940245,3.36170212766,3.67146289948,2.58732214633
2012-01-23,3.69944527889,3.38541666667,4.02177040388,3.33537075654
2012-01-30,3.32927232626,3.37113402062,3.77122554627,2.84638097096
2012-02-06,2.71809656687,3.34693877551,3.25517020224,2.17285239498
2012-02-13,3.32919048425,3.36363636364,3.7836666753,2.83088881879
2012-02-27,3.48981588906,3.37,3.9321603688,2.98233353529
2012-03-05,3.84290131055,3.38613861386,4.21884726631,3.38900505115
2012-04-02,3.08413532408,3.35576923077,3.4794130413,2.67253838275
2012-04-09,2.8240213414,3.34285714286,3.28420129448,2.34321258382
