date_week,em_star,cum_star,em_star_up,em_star_low
2015-06-08,4.86699284799,5.0,4.99507310993,4.29395015462
2015-06-15,4.78276675037,5.0,4.99906556431,3.35039008397
2015-06-29,4.76552271134,5.0,4.99964367822,2.89664838979
2015-07-13,4.6490623105,5.0,4.9999277449,1.64017061571
2015-07-20,3.46028042137,4.8,4.9994125965,0.0345998278244
2015-07-27,4.80811558573,4.83333333333,4.96584928273,4.41746405387
2015-08-03,4.68572029434,4.84615384615,4.99537481679,3.04924701657
2015-08-10,4.59297677969,4.85714285714,4.99901305588,1.96244807858
2015-08-17,4.70301282251,4.875,4.99933700575,2.60210100483
2015-08-24,4.66832635202,4.88888888889,4.99972203492,2.14218972819
2015-08-31,4.49816036164,4.89473684211,4.99995061645,0.750822631113
2015-09-07,4.62094765949,4.90909090909,4.99994689969,1.44647149378
2015-09-14,4.62223389978,4.92,4.99997940494,1.24887338519
2015-09-21,4.38912080172,4.92307692308,4.99999680627,0.19361978829
2015-09-28,4.3495363999,4.92857142857,4.99999848023,0.107784924327
2015-10-05,4.45130888008,4.9375,4.99999864037,0.269568762211
2015-10-12,4.24092679361,4.93939393939,4.99999982728,0.0386183093918
2015-10-19,4.24164058214,4.94444444444,4.99999991255,0.0330074384563
2015-10-26,4.41619517573,4.95238095238,4.9999998249,0.12262484244
2015-11-02,2.752302143,4.86363636364,4.99998862859,4.86933393643e-05
2015-11-09,4.89598306071,4.875,4.93453538367,4.84458332611
2015-11-16,4.89611617539,4.88461538462,4.99017203518,4.56779902017
2015-11-23,4.73398679637,4.88679245283,4.99907435149,2.99229565785
2015-11-30,4.48452190268,4.87719298246,4.99645632545,1.85422063833
2015-12-07,4.94243536893,4.89230769231,4.98539261321,4.84099848366
2015-12-14,4.86409456914,4.89552238806,4.99857650318,4.0665564271
2015-12-21,4.79560465318,4.9,4.99966609685,3.21645215454
2015-12-28,4.26845691525,4.88157894737,4.99685833416,0.97915071927
2016-01-04,4.76215100548,4.88461538462,4.99243066559,3.71143146414
2016-01-11,4.64406706376,4.87804878049,4.98353298043,3.3542786472
2016-01-18,3.76119428903,4.82558139535,4.76733051816,1.92815282124
2016-01-25,4.84374089906,4.83695652174,4.89134576877,4.78450891815
2016-02-01,4.84396062914,4.84,4.95416272014,4.61583457282
2016-02-08,4.88325684186,4.84615384615,4.98823368656,4.52121776339
2016-02-15,4.23479556119,4.83177570093,4.97809262803,1.60874617696
2016-02-22,4.90482315826,4.8407079646,4.95777967963,4.81609955359
2016-02-29,4.89749435528,4.84615384615,4.99367451901,4.53454110405
2016-03-07,4.4674139444,4.83606557377,4.98231422751,2.41851182517
2016-03-14,4.38263873208,4.8188976378,4.82216955499,3.54604776214
2016-03-21,4.37282366568,4.79259259259,4.58919133801,4.10344573801
2016-03-28,4.76167636478,4.79577464789,4.84963658619,4.64584365967
2016-04-04,4.73535473713,4.79333333333,4.89004072196,4.4735069243
2016-04-11,4.50688118024,4.78571428571,4.88062272446,3.71454791809
2016-04-18,4.39459138351,4.77358490566,4.73148415494,3.86720058671
2016-04-25,4.83998504454,4.78048780488,4.91915350724,4.71517932917
2016-05-02,4.82541297889,4.78362573099,4.95652268978,4.5327247536
2016-05-16,4.88193385212,4.78857142857,4.98760738235,4.539429096
2016-05-23,4.85303112708,4.79213483146,4.99726325981,4.07898542617
2016-05-30,4.75451768432,4.79444444444,4.99949592929,2.93473710975
2016-06-06,4.36197133631,4.78723404255,4.98817225126,1.86992860585
2016-06-13,4.9008811754,4.79274611399,4.97147276576,4.75260586386
2016-06-20,4.91071648082,4.79797979798,4.99416600778,4.59808410676
2016-06-27,4.32551338904,4.79207920792,4.98766624693,1.80032842926
2016-07-04,3.69981943055,4.7756097561,4.72282288606,1.99170908525
2016-07-11,4.44604663026,4.76525821596,4.56162185793,4.30962304552
2016-07-18,4.06222176736,4.75462962963,4.61004950812,3.25959902938
2016-07-25,4.4601048717,4.75576036866,4.90257117654,3.43234895901
2016-08-01,4.58607181838,4.75454545455,4.88793951475,3.98610304498
2016-08-08,3.89850442533,4.73008849558,4.4456768306,3.11485446931
2016-08-15,4.86292251008,4.74042553191,4.89209580855,4.82816295007
2016-08-22,4.88540920862,4.74476987448,4.98391250689,4.5921058949
2016-08-29,4.68002055713,4.74485596708,4.98668926119,3.41962389107
2016-09-05,4.88350369109,4.74898785425,4.98887358674,4.52717883448
2016-09-12,4.92088935875,4.75494071146,4.99576930411,4.61408324464
2016-09-19,4.91558729102,4.76061776062,4.99881573095,4.46076059
2016-09-26,4.64002369782,4.76226415094,4.99828275498,2.4786391711
2016-10-03,4.7109232694,4.76404494382,4.99890555379,2.78537928253
2016-10-10,4.91116136449,4.76923076923,4.99831800017,4.44090970302
2016-10-17,4.77222836565,4.77090909091,4.99978650142,2.92013268492
2016-10-24,4.07633089081,4.76785714286,4.99804955845,0.500017297572
2016-10-31,4.7740607014,4.7695035461,4.99077546324,3.84850546299
2016-11-07,4.63667300007,4.7703180212,4.99855129576,2.37439167322
2016-11-14,4.71057065533,4.77192982456,4.99915062779,2.72028584562
2016-11-21,4.53663174199,4.77272727273,4.99985204382,1.14641026364
2016-11-28,3.53294744559,4.75085324232,4.96140476566,0.557072932352
2016-12-05,4.16653811598,4.74161073826,4.44274651566,3.83231305425
2016-12-12,4.39289617489,4.73442622951,4.56608645743,4.18182720025
2016-12-19,4.53125579949,4.73529411765,4.93092418889,3.48704684303
2016-12-26,4.8810889257,4.73954983923,4.95732174236,4.73314331035
2017-01-02,4.03265011554,4.72327044025,4.8029105079,2.54958780413
